user,assistant
I am waiting on my test results to come back.  I'm fairly certainly I did very well on the test.,I am waiting to hear back on how well I did on my college entrance exams.
When I had to give away my dog Omar_comma_ it was sad. The place I was going did not allow animals,I was sad when I had to give away my dog. The place I was going to did not allow animals
I miss my grand parents so much.,I miss my grand parents so much.
I could not wait for first day of college. I was just ready to do something new,I could not wait for the first day of college. I was just ready for it
I finished paying off my car recently. I budgeted my spending for so many years but now it's done.,So i finally fully own my car now!
I feel like an idiot I ran up and hugged the wrong person at the grocery store... I thought it was my friend Beth,I hugged a random woman at the store today...
I feel kinda bad. I took something that wasn't mine.,I feel kinda bad.  I took something that didn't belong to me
While I was taking my dogs out to potty the other morning I came in to find a note left by my spouse that said pick one of these shirts and be ready by noon. It was quite wonderful and unexpected we went for a really nice lunch and had an amazing day together.,I got a wonderful surprise the other day.
My apartment was robbed..,My apartment was robbed. I was totaly devastated by seeing the damages and what was stolen.
A while back_comma_ my friend was fating this horrible guy_comma_ so I started sending fake texts to him from a throwaway number hoping she would see them.  I felt really bad about it in the long run.,In order try to get a friend to break up with her jerk boyfriend_comma_ I sent him fake texts that looked like they were from another woman.
My grandma was very sick and unable to get around very easily. I decided to go stay with her so that I could take care of her until she was better.,My grandma was very sick and unable to get around very easily.
I was upset when I had to pick up mu drunk friend last weekend. He was being a pain,I was upset when I picked up my drunk friend. He was just being a pain
My father cheated on my mother. I was not happy with him at all.,So i found out my dad was cheating on my mom for 3 years.
I was nervous when I had to go to jury duty. I just did not want to go,I was nervous when I had to go to jury duty. I just did not want to go
My daughter is the best,My daughter is the best.I am so proud of her.
You know... I have never cheated on my husband in 20 years.,You know... I have never cheated on my husband_comma_ or anyone else for that matter.
It's tough seeing my dog get old and have trouble walking now.,It's tough seeing my dog get old and have trouble walking now.
When I was the more qualified candidate for a job and someone was selected over me_comma_ I felt some kind of way about it.,One time I got picked over for a job_comma_ it was a real bummer.
My sister gave me $500 she won the lottery,my sister won a small loterry and she gifted me 500 bucks
My pet turtle apparently died 2 weeks ago. I was just now told by my parents who were holding on to me while i was away.,So i was told yesterday while i've been away my pet turtle had died. :(
Growing up_comma_ I never had a lot of money. It would make me feel pretty bad when I saw my friends with new shoes or new clothes.,I always feel so bad when I see my other friends with new clothes. I wish I could have clothes that weren't purchased at a thrift store...
I had a kid on a plane a while ago keep hitting my seat from behind. I was getting really irritated about the kid and asked the flight attendant.,So when i went to New York for business i had this kid behind me on the plane.
I am upset because my friend just got a new house and I am still living in a 1 bedroom apartment.,My friend just got a brand new house.. and I feel like a loser because I am still in an apartment.
My husband and I went to dinner.  We were looking at photos of our kids when they were little.  It amazes me that one is already 18 and the other is just 2 short years away from being an adult also.,My husband and I went to dinner tonight and were looking at pictures of our kids when they were really little.
I had real fear when a tornado was close to my home. I thought we might die,I had real fear when a tornado was close to where I was living. I thought I could due
my neighbors dog keeps pooping on my driveway,my neighbor has this big old dog that keeps pooping huge poops on my driveway
My daughter is going to be a senior in high school this year. She will graduate and go to college next year. I am so excited for her.,My daughter is going to be a senior in high school this year. I am so excited for her.
Had a friend i haven't talk to in a long time suddenly come back to town. He ended up getting a big promotion and now runs a company.,So man i had my friend john come back to town. He's looking for a house and last i check he didn't have a job. but apparently he got a job and runs a business now.
Brother took my car without asking and i had to go to work. I was so furious at him and wasn't happy at all.,So i am really mad right now. Brother took my car without asking and i have to go to work.
I was nervous when it was raining real bad last night. I hate storms,I was nervous last night during a storm. I hate when it rains hard
I had to get my foot checked out at the doctor recently_comma_ always makes me nervous.,I had to get my foot checked out at the doctor recently_comma_ always makes me nervous.
I am jealous of my friend who got better grades then me even if it was me help him study.,I am jealous of my friend who got better grades then me even if it was me help him study.
I was so bored last night.  I live by myself_comma_ just me and my dog.,I get so bored sometimes.  Last night I was mega bored... just me and my dog.
I could not wait for Christmas last winter. I was going to see family for the first time in awhile,I could not wait for this past Christmas. I was seeing family that I had not seen in a long time
Recently I went backpacking in the mountains. I was hiking for a week and never saw a single other person. I felt pretty isolated and missed interacting with another human being.,I want backpacking in the woods last summer. I had a great time but it was strange not seeing any other person for over a week.
I was very happy when I saw my favorite band live last night. They were so good,I got to see my favorite band last night. They were good
I felt alone last summer when my friends were all gone for the summer.,I was alone last summer when all of my friends were gone. It just felt like I had no one to hang with
I am very scared of the ocean.,I hate the ocean. I am very scared.
I tried online dating the first time on POF.  The girl was decent looking in the photos.  But when I met her in real life she was a bombshell.,I tried OkCupid last year for the first time...the first girl I met was decent in the pictures_comma_ but turned out to be a bombshell in person...
After one of the longest days of work i had i was so happy that i didn't have to work for 2 weeks after. I am so happy with myself.,I had the longest day of work in my life.
I came home today and my whole house was clean.  My boyfriend really did some chores!,I came home today and my whole house was clean..
I was so proud of my dad when he retired. He deserved it,I am proud of my dad. He got to retire earlier than expected
When I was taking my pilot's exam_comma_ I was sure I had it in the bag_comma_ but the examiner end up failing me.,Least year I took my final performance exam for my pilot's license.  I thought it was going to be easy.  I was wrong.
It was my birthday last week. I didn't think any of my coworkers remembered. I sure got big shock when the whole office started singing Happy Birthday and brought me a cake!,My birthday was last week. I had to work and was bummed when it seemed like no one even knew it was my big day.
I had faith I was going to get into a school I had always wanted to go. I was just happy to have a chance,I just knew I was going to get into a school I wanted to. I was just glad I had a chance
I am all ready for my camping trip this weekend.  I made a long list and checked everything off.,After a long week_comma_ we are all packed for a weekend camping excursion.
I was happy for my brother when he graduated college. He worked hard for it,I was happy when my brother finished school. I was proud of him
Last summer my kids left for college. I got so emotional thinking about how short the time was since they were born. I didn't want to let go of them and was bawling.,My kids left for college last summer. I got teary when they got in the car to leave. I was thinking about how quick their childhood had gone by.
I was just happy and calm when we stayed at a cabin last weekend. I felt like I was home,I was happy when I got to stay at a cabin last weekend. It felt like home
I am going to my first haunted house this October!  I don't know why I feel so scarred!,I am going to my first haunted house this October! I don't know why I feel so scarred!
I have had a crush on a girl that I knew since high school. I was bummed when I found out she now has a boyfriend. I thought maybe we could have dated but it is too late now.,For the last couple years I had a crush on a girl I knew from high school. I saw her recently with her boyfriend.
I was cleaning out my attic and stumbled upon my old Star Wars action figures!  Going through them really brought back some good memories!,I was cleaning out my attic and stumbled upon my old Star Wars action figures! Going through them really brought back some good memories!
Alone while family was at a party when someone rammed a quad into the garage.,Man you won't believe what happened. Some kid rammed his quad into my garage door
I am jealous of Brad Pitt.,I wish I was Brad Pitt.
One Christmas i was really into the holiday season. I was a kid at the time and well i didn't expect my parents to buy me certain gifts. Ended up i got both Pokemon games and went crazy happy from the gift.,So when i got Pokemon for christmas was i was a kid i was so surprised i lost my mind i was so happy and hyper.
My wife and I had worked all weekend to clean the house. But in 2 hours_comma_ our 4 children destroyed all of it!,Argh_comma_ I'm so angry about yesterday!
Recently I lost my dog. I thought he was gone forever. Then I got a visit from a stranger who had my dog with them. I was ecstatic this person had brought me my dog!,I was so sad last summer when my dog ran away. I thought I would never see him again.
I had to hire a plumber last week for a leak in my kitchen sink.  Everything was great until I saw the bill.  Talk about sticker shock!,I had to hire a plumber last week for a leak in my kitchen sink. Everything was great until I saw the bill. Talk about sticker shock!
My girlfriend came home with a giant box. It had a little kitten in it!,My girlfriend came home with a giant box today. I have no idea what she was planning.
I was mislead by a worker who wanted to undermine my work.,I was mislead by a worker who wanted to undermine my work. I had a high estime toward his co worker before this.
I studied so hard for the CPA exam. I walked into the testing center with the impression I would know all the answers. I was right and had a great feeling about getting a good grade_comma_ which I did!,I made sure to study really hard for my CPA exam. I took the exam last week and thought I knew all the answers.
lost my cat whisker he was the best pet i have ever had,my cat of 13 years was the best thing that ever happened to me_comma_ he is now gone
My wife and I decided to get a divorce.  I feel absolutely defeated and distraught because of it.,My wife and I decided to get a divorce. I feel absolutely defeated and distraught because of it.
Yesterday someone cut me off while I was driving on the road. They almost hit me. I was quite angry when I saw they were looking at their phone and not the road!,I was driving to the store yesterday when some yahoo cut me off. They almost hit my car.
a stray dog chased me when i was a kid_comma_ from then on i have never liked dogs,i do  not like dogs since they chased me when i was a kid and bit mre
I almost hit a deer driving down the highway a few days ago.,I almost hit a deer driving down the highway a few days ago.
The other day I got a strange message from a distant relative. It said they needed surgery but couldn't afford to pay for a doctor. I was so worried.,I got a email from a distant relative recently that said they needed surgery but couldn't afford the bill. I was so worried they would die.
Just got backed into at the grocery store.  My new car now has damage!,Lady backed into my car the other day and proceeds to tell me she doesn't have insurance.
I get mad when I fail at school.,When I fail at school I get so mad.
I ma surprised at the economy.,I am very surprised at the USA economy.
I lost my wallet the other day and my neighbor returned it. I was so happy and thankful.,I lost my wallet the other day and my neighbor returned it.
My son had his first piano recital last week. He was nervous about it but he did so good. I was so happy to see him excel at something he worked hard at!,My son had prepared so hard for his piano recital last week. He had nerves but did so good and everyone clapped when he was done.
As I attend all the graduations over the summer for family_comma_ I can't help to think back to my graduation.,I can't believe my 25th anniversary high school reunion is around the corner.
I went to the bowling alley all alone yesterday. My friends ditched me.,I went to the bowling alley all alone yesterday because my friends ditched me.
When I went to work the other day I kept hearing people giggle when I walked past. I couldn't figure it out until my supervisor called me in his office. Turns out I have a giant rip in the back of my pants!,Last week at work I kept hearing people laughing when I walked by. I couldn't figure out what they were laughing at.
I am getting married tomorrow. I am so stoked!,I am getting married tomorrow. So pumped!
My dog pooped on the rug yesterday. I was so mad.,5
My neighbor returned my owl that ran away. I was so grateful.,My owl ran away yesterday_comma_ but my neighbor managed to find it!
My dog threw up all over my $10_comma_000 tuxedo. I was quite irate.,My dog threw up on my $10_comma_000 tuxedo that I purchased with my lottery winnings.
I was almost hit head on by a driver who was texting.,I was almost hit head on by a driver that was texting_comma_ I hate people like that!
I am buying a car tomorrow. I am so stoked!,I am getting my first car tomorrow. I am so pumped!
I mislead a coworker to undermine his work. I feel bad about it.,I mislead a coworker to undermine his work. I feel bad about it.
I went to the park yesterday and read a book under a tree. Felt so good to relax for awhile.,I went to the park to read a book yesterday.
I waited all day for my package to arrive.  The mailman didn't even come by.,I was expecting a delivery today but the mailman did not come.
I wish I was Donald Trump. His life is amazing.,I wish I was Donald Trump. His life is amazing.
Had to wait in line forever to check out at walmart _comma_ horrible,I hate to be tired and see a store crowded with customers and only one or two checkouts open.
I had a co-worker open at my jb and instead of getting anything done she spent the enitre time on the phone. When I got to work I had to do her job and my own.,There was a person who had to do twice the amount of work that they usually do. Sounded like they need to fire whoever didn't do their job
My neighbor returned my longsword last night. I was so thankful for his kind gesture.,My neighbor returned my longsword to me this morning after a heated battle with the adjacent neighborhood.
Going to a dim sum place after work. Haven't had some in a while.,Going to a dim sum place after work. Haven't had some in a while
Got a coupon for free coffee. It's not much_comma_ but $5 is $5.,Got a coupon for free coffee. It's not much_comma_ but $5 is $5.
I have a total trust in our current gouvernment.,I have a total trust in our current gouvernment. I think that they handled very well the tax war that Trump has started
My husband wants to go parasailing together when we go to Mexico next month.,My husband wants to go parasailing together when we go to Mexico next month.
I'm so glad we have cell phones now as my friend accidentally left my apartment with an important document. I had to call him and set up a meeting to get it back in time for my presentation!,I'm so glad we have cell phones now as my friend accidentally left my apartment with an important document.
I am mortified.  I was going to the bank and tried to open the door.  I kept pulling and pulling until I realized I was supposed to push.  Unfortunately_comma_ a bunch of people saw me.,I am mortified. I was going to the bank and tried to open the door. I kept pulling and pulling until I realized I was supposed to push. Unfortunately_comma_ a bunch of people saw me.
My friend never got back to me about our vacation plans. I wonder if he doesn't really want to go after all?,My friend never got back to me about our vacation plans
I went to visit my friend the other day because she bought a new tv. I couldn't believe her tv was the size of both of my televisions combined.,I just visited just my best friend the other day.
My son had his wisdoom teeth pulled today.,My son had his wisdom teeth pulled today so I'm doing whatever I can for him while he rests up.
I ate a box of donuts yesterday when I promised myself I wouldn't cheat on my diet. I am so let down on myself,I ate a box of donuts yesterday when I promised myself I wouldn't cheat on my diet. I am so let down on myself
I cried when my grandma died.,I cried all day when my grandma died.
A giant wasp tried to attack me on my balcony. Another reason why I don't like to go on my balcony!,A giant wasp tried to attack me on my balcony. Another reason why I don't like to go on my balcony!
I am impressed how Canadian gouvernment stand against Trump new tax policy.,I am impressed how Canadian gouvernment stand against Trump new tax policy.
I have ordered all of my books for this semester adn there are three ore weeks before school starts,I have already ordered all of my books for this semester
I have been a loyal custoer to my phone carrier for years. They always give me free things.,I love my wireless service.
My computer keeps overheating when I play intense games_comma_ it won't stop bugging me. Ugh,My computer keeps overheating when I play intense games_comma_ it won't stop bugging me. Ugh
My ex is coming over to talk. I'm scared that he wants to make up. I don't,"My ex is coming to ""talk"" this evening."
I am satisfied with my performance in a video games this morning. I am starting to be patient more.,I am satisfied with my performance in a video games this morning. I am starting to be patient more.
MY favorite restaurant is closing this weekend. I am distraught!,MY favorite restaurant is closing its doors forever.
I'm so happy that my cousin got a full ride scholarship! She really worked hard for this chance to be successful!,I'm so happy that my cousin got a full ride scholarship! She really worked hard for this chance to be successful!
Every time my best friend comes in town_comma_ we go eat at the old restaurant we used to work at together when we met. It has not changed a bit and it's so fun to sit there and talk about fun times. Feels like we went back in time.,Every time my best friend comes back in town_comma_ we go eat at the old restaurant that we used to work at when we met.
I've been having a sharp pain in my chest lately. Tomorrow_comma_ I go to the doctors and I am optimistic it isn't something too serious...,I've been having a sharp pain in my chest lately. Tomorrow_comma_ I go to the doctors and I am optimistic it isn't something too serious...
I love when my niece visits. She is such a cute little toddler. I treat her just like my own children.,MY niece visits me often. She is five.
I think I got everything I need for my job interview tomorrow. I got my fancy clothes and answers prepared for common questions they usually throw at u.,I think I got everything I need for my job interview tomorrow. I got my fancy clothes and answers prepared for common questions they usually throw at u.
I miss Sunday dinners at my grandmothers. We would have so much fun.,I was just thinking about the Sunday dinners we use to have at my grannys.
I bet I have the best looking apartment over here. My decorating skills are on point.,My decorating skilss are bomb yo
I wish I was Mark Cuban. I would be rich.,I wish I was Mark Cuban. I would be rich.
My daughter is finally dressing herself in the morning. She can't pick her outfits yet but baby steps.,my daughter has started to dress herself in the morning. One less thing I have to do.
I snapped at a sales lady for not honoring the price of something that was not labeled correctly. She ended up being very nice and helpful. I was embarrassed with how I acted.,Ugh_comma_ I was so embarrassed with myself the other day for snapping at a sales lady.
I am sure that my brother will come home from Iraq.,I am sure that my brother will come home from Iraq.
I am very happy to be an American.,I am very happy to be an American.
I can't wait for the Mile 22 movies to come out. It has one of my favorite UFC fighters in it and I can't wait!,I can't wait for the Mile 22 movies to come out. It has one of my favorite UFC fighters in it and I can't wait!
I am so happy that everything is finally falling into place. I am finally in a good place.,Everything is falling into place for me.
I remember the good days of Halo 3. It was one of the best moments of my life as a kid.,I remember the good days of Halo 3. It was one of the best moments of my life as a kid.
I can not wait for the new Mission Impossible movie.,I can not wait for the new Mission Impossible movie.
I was able to get a full ride scholarship. I'm attending an ivy league school.,I was able to get a full ride scholarship. I'm attending an ivy league school.
I have never cheated on my girlfriend.,I have never cheated on my girlfriend.
My best friend and I have lived 5 minutes or less away from each other for the past 20 years. Next week she is moving an 11 hour drive away from here. I don't know how I will cope.,My best friend and I have lived 5 minutes or less away from each other for the past 20 years.
I am ready for the fall.,I am ready for the fall.
I just bought a case of beer. I have to get up early though.,I just invested in a case of heineken for tonigh.
There was a racoon by the dumpster last night when I was taking out the trash.,Last night I went to take the trash out and I almost died.
A truck almost ran me off the road the other day.,A truck almost ran me off the road the other day_comma_ thank god the median was there. I never understood the expression life flashing before my eyes_comma_ but after that_comma_ I did.
My parents are taking us on a cruise next year on Spring Break. It will be our first. We can't wait to go.,We are going on a cruise next year on Spring Break with my parents and my sisters family.
I heard a hissing noise outside my door and I swear to god it was a snake. It turned out to my brother playing a prank on me.,I heard a hissing noise outside my door and I swear to god it was a snake. It turned out to my brother playing a prank on me.
I am ready for the next McGregor fight.,I am ready for the next McGregor fight
I couldn't believe that I got a call from an old friend,I couldn't believe that I got a call from an old friend
I am very reluctant to confront my boss on her behaviors recently. She is picking on all the male employees for no reason..,I am very reluctant to confront my boss on her behaviors recently. She is picking on all the male employees for no reason..
My daughter is growing so fast. She is almost taller than me already. I'm not ready.,MY daughter is growing so fast.
Most people in the 90's loved Michael Jordan_comma_ but he always beat my favorite team in the finals.,I remember when Jordan hit that game winning shot against my Utah Jazz in the late 90's.  Still can't believe it.
My husband is an over the road truck driver and we have to spend a lot of time apart. Despite this_comma_ we always make the best effort to comfort each other and sow how much we love one another.,My husband is an over the road truck driver and I dont get to see him a lot.
My friend got a new hot girlfriend,Ugh I can't believe what happened_comma_ he doesn't deserve this.
I promised my friend to pick her up after work but I totally forgot. I just left her at work and now I feel like I let her down immensely.,I promised my friend to pick her up after work but I totally forgot. I just left her at work and now I feel like I let her down immensely.
Last night I heard strange noises coming from my basement. I creeped down the stairs with a flashlight. I nearly jumped out of my skin when I saw a humongous rat in the corner!,In the middle of the night I heard some weird noises coming from my basement. I grabbed my flashlight and baseball bat and tip-toed down there.
I got 2 working arms and legs. I am so thankful for that.,I got 2 working arms and legs. I am so thankful for that.
leaving my boss,I am feeling a little conflicted and disloyal today. I told my boss I applied for a new job. He was sad.
I remember rushing  home to watch Passions after school. We would all talk about it it homeroom the next day.,I used to rush home from school to catsh a soap opera
My daughter lost her last baby tooth today_comma_ she's growing up.,My daughter lost her last baby tooth today_comma_ she's growing up and it gets me a little choked up.
I walked to the store the other day and half way there some one told me my dress was tucked in my undies,I walked to the store the other all cool and breezy.
I am satisfied with my gains so far. I hit the gym only 2 times a week but I am ok with that.,I am satisfied with my gains so far. I hit the gym only 2 times a week but I am ok with that.
When my house burned down in the 8th grade,It really hurts to think about it happening_comma_ my house burning.
I was thinking the other day about how nice it was in the old days when crimes almost never happened. Now it seems like people are getting killed all the time. I miss the good old days.,Times sure have changed. When I was a kid no one locked their doors or had to get weapons for self-protection.
My co-worker got a promotion that I was pushing for her to get. I am so happy for her! She really does deserve it.,My co-worker got a promotion that I was pushing for her to get. I am so happy for her! She really does deserve it.
When I think back to the early 2000's_comma_ it was such a great time for me personally. Everything was perfect.,When I think back to the early 2000's_comma_ it was such a great time for me personally. Everything was perfect.
When I went to a haunted house and got spooked.,Ever been to a haunted house?
My old neighbors were so nice. I gave them my wifi password.,I used to have the best next door neighbors.
My sister and I are fighting.,My sister and I got into this huge fight and she called me a fat cow.
One time I ordered a game on the internet and it took a week longer that it was supposed to_comma_ to get delivered and I had no idea when it would be delivered.,I ordered a game off of the internet and it came in on a way later date than expected.
I am moving to a new neighborhood next week. What if the neighbors dont like me.,I am a little scared to move to a new neighborhood
My daughter only like to talk to me when I'm on the phone. She is the worst.,My daughter is the worst.
I am mad that the summer is almost over.,I am mad that the summer is almost over.
My friend Phil really bugs me.,My friend Phil really bugs me.
I had eggs for breakfast this morning. I don't think I cooked the eggs enough and the yolk was raw_comma_ I felt like vomiting.,I had eggs for breakfast this morning. I don't think I cooked the eggs enough and the yolk was raw_comma_ I felt like vomiting.
I can't wait to get to the ocean!,I can't wait to get to the ocean! It's been a long time coming for me!
I helped a lady put her groceries in her car the other day. She needed it.,I helped an old lady with her groceries the other day. Made me feel good.
When I accidentally broke my moms vase and lied about it.,I can't believe I didn't tell her about the vase.
I'm not in the best financial situation right now. Hear me out_comma_ these ramen noodles will turn into filet mignon steaks one day!,I'm not in the best financial situation right now. Hear me out_comma_ these ramen noodles will turn into filet mignon steaks one day!
I just bought some honey buns and the entire box is gone. I didn't even eat any.,I bought a box of honey buns yesterday.
MY new neighbors have decided to move their thing around at midnight. IT is so loud,My new neighbors are already on my list.
I saw the most awesome sports car the other day. It was a Honda Civic Type R. I want one so bad but can't afford it.,I spotted my dream car the other day. It is a Honda Civic Type R.
I put up a bulletin board in my office just for my kids pictures. They brighten my day.,I love looking at my kids pictures.
I was walking home by myself when I was studying abroad in another country_comma_ and a man was following me and kind of harassing me verbally.,Once I had a really scary experience where I was walking home by myself in a city where I was studying abroad_comma_ and a man started following me and verbally harassing me.
When I came home the other night and my wife prepared my favorite meal.,I had a great night the other evening.
I say every year I'm going to wear a two peice swimsuit. I never do.,I never go on a diet like I say
I can't wait for the last seans of game of thrones,The last season of game of thrones is soon.
I cheated on my exam yesterday. It was so tempting because the girl next to me didn't even bother covering her answers.,I cheated on my exam yesterday. It was so tempting because the girl next to me didn't even bother covering her answers.
I'm perfectly fine with being single at the moment. It gives me a lot of clarity and time to self-reflect.,I'm perfectly fine with being single at the moment. It gives me a lot of clarity and time to self-reflect.
I sm not s good girlfriend. I pretend to be sleep so my boyfriend doesn't talk to me when he gets off work,I wasn't a very good girlfriend to my ex.
The other day I was stuck on the side of the road because my car stopped working. Luckily I had a Triple A membership so I was able to get a jump start. Glad I planned ahead!,I had some car trouble the other day. My car wouldn't start and I didn't know why.
I am very pleased with the work Trump has done.,I am very pleased with the work Trump has done.
I remember having escargot on a cruise. It was the worst.,Have you ever had escargot?
My husband stole my money out of my bank account!,I have never been more appalled in my life_comma_ my husband stole money out of MY bank account and then tried to cover it up!
When my father didn't show up for my Soccer game i wasn't happy with him. He rather of sat in a SEARs and watch TV where he forgot he had to get to my game.,So my father has done some dumb things. He missed a soccer game once and i was just not happy with him.
I used to be scared of talking to girls.  Now for some reason I've been able to strike up conversations and get phone numbers from really attractive women.,Before I sucked at talking to girls...now I'm getting numbers left and right
I've been reluctant to confront my mother on her stealing my money. I know what she's doing is wrong but she is mother after all.,I've been reluctant to confront my mother on her stealing my money. I know what she's doing is wrong but she is mother after all.
I'm going shopping with my mom tomorrow. I can't wait.,I'm going shopping tomorrow! yay
I am ready for the winter storms.,I am ready for the winter storms.
I'm meeting my boyfriends parents soon. I am so scared.,I am so nervous for next weekend.
I can't stop thinking about when Christmas will be here. I love how New Years comes right after that.,I can't stop thinking about when Christmas will be here. I love how New Years comes right after that.
my mom always invites me places and pays for everything. Its so nice.,I love when my mom invites me places
I am very amazed about how great the circus was.,I am very amazed about how great the circus was.
Yesterday I saw a bird had pooped all over my car. I had just got it washed. I was so ticked off!,Yesterday I got my car washed. I was pulling out of the car wash and a bird nailed my hood with its mess.
The day I applied to university for my degree.,I can't believe I got accepted to school
I miss the carelessness of my youth.,I really miss being a kid
Tomorrow is my birthday! I'm so happy its finally on a weekend.,My birthday is tomorrow
I am shocked the Red Sox beat the Yankees today.,I am shocked the Red Sox beat the Yankees today.
I am pleased that I got to meet Donald Trump.,I am pleased that I got to meet Donald Trump.
I can't wait until tomorrow. It's going to be lit!!,I can't wait until tomorrow. It's going to be lit!!
had hellp syndrome with 1st child.  almost died,I was 26 when I had my first child - that was a very scary experience.  I'm actually surprised we went on and had another one!
My car broke down on the side of the road in the country. Luckily I had packed some tools and was able to repair it on my own!,My car broke down on the side of the road in the country
My friend got a new mobile. His earning is low than me. But I can't buy it. Feel sorry for my self.,My friend bought a new mobile.
I sent my daughter school shopping with her friends for the first time. I think she is going to do well without mommy,My daughter went shopping for her school clothes without me for the first time
when we got engaged I was not expecting it.  we went to a bed and breakfast,My husband really did a number on me when he proposed to me - I was completely not expecting it!
I wish I never lied to my dad.,I wish I never lied to my dad.
Recently_comma_ a person cut in front of me in line at the super market.  I was very upset about it.,Recently_comma_ a person cut in front of me in line at the grocery store.
My cat constantly jumps on my keyboard even though I put him on the other side of the room. I can't get anything done_comma_ and if you lock him in another room he meows like a madman,My cat constantly jumps on my keyboard even though I put him on the other side of the room
Today_comma_ it is rainning because of that I can't get out. It is boring.,Today_comma_ it is rainning because of that I can't get out. It is boring.
My son and I went to the beach and had a near death experience.  We almost drowned as we got sucked in to an under tow.,what?
I was behind a guy going 10 miles per hour under the speed limit the other day. But when we got to a light that just turned yellow he floored it leaving me at the red light.,So the other day I was behind a guy on a two lane road that was going 10 miles under the speed limit. We approached a light that turned yellow. He floored it and I got stuck at the red light. So mad.
I didn't know the show POWER was going to be so good!,Do you watch POWER?
i burrowed money from my friend and forgot to pay him the money,i did not feel good at all of what had happened
I am so happy my daughter is finnaly going to the potty on her own. IT was a long journey,MY daughter is finnaly fully potty trained!
I was driving in a parking lot and someone stole my parking spot.  I was so angry about it.,I was driving in a parking lot and someone stole my parking spot.
I just moved out of the city. I am going to miss all of my friends.,I just moced out of the city.
I am so nervous.  I have a blind date tomorrow night.,I am so nervous.  I have a blind date coming up.
I cooked breakfast this morning for only my self. My kids made me mad yesterday so I didn't make them any. I feel bad about it now,I cooked a relly nice breakfast this morning
I have been feeling really sad_comma_ recently lost my 23 year old niece.,Our family has been really sad. We recently lost our 23 year old niece.
I told my kids to go tobed last night. They still wont get up now,MY kids are still sleep at noon on a Saturday!
I went to Wendy's and the cashier overcharged me!  I was so upset about it.,I went to Wendy's and the cashier overcharged me.
I miss when my son was just a baby. Now he is four and he just runs and jumps off of everything.,My son is so energetic. I miss when he was a little baby.
I am just a chillin here on a Saturday night.  No work to do.  Just me and my dogs.,So yeah_comma_ its Saturday night and I am just sitting here chillin...
I order a nice breakfast for me and my kids this morning. They got everything wrong!,I ordered a nice breakfast for me and my kids today.
I am pretty thankful to have family living close,I am pretty thankful to have family living close
Our family is getting together for our family reunion next weekend. Im' glad that we are all still coming together since we didn't have one last year.,We are having our family reunion this weekend. It should be a lot of fun
I was embarrassed when I fell at school.,I feel at school in front of the whole class.
There is nothing fun to do in this city. I feel so alone.,This city has become so boring
My wife got a promotion yesterday! I couldn't be more happy for her as she put a lot of work into her job.,My wife got a promotion yesterday!
I am meeting my girlfriends parents tomorrow. I am so nervous,I am so nervous about tomorrow.
My son recently graduated from high school.  I am so happy about it!,My son recently graduated from high school.
I was just sitting here looking at old family photos.  A little sad.. but yet fun.,I was just sitting here going through old photo albums.. looking at family photos.  A bit sad.. but fun..
Our family reunion was a disaster this year.,I look forward to our family reunion every year.
My company will give us a bonus because the quarter was good. I am happy.,My company will give us a bonus because the quarter was good. I am happy.
I can't wait to graduate college. I have worked so hard.,I have worked so hard in school lately.
I cheated on my taxes last year.  I feel really guilty about it.,I cheated on my taxes last year.
I went out and stocked up on storm supplies yesterday.  With all the rain the east coast has had I want to make sure I am ready for any storm that may come my way,I went out and stocked up on storm supplies yesterday.
I am so sick of being used by my friends. I am done with them.,I think all of my friends are just around for my money.
I passed all of my classes next semester. I am so happy,I passed all of my classes last semester. That's a first.
My son has always been really good in school. Last semester was different. He failed 2 classes!,My son always used to be a really good student.
Im a little nervous.  I just finished my online class and the grades still aren't up yet.,Im a little nervous.. I just finished my online class and the grades are still not up yet.
I am so scared to go off to college this year.,I'm leaving for college soon. I have never been so far from home alone.
When I finished my math test_comma_ I felt like I did well enough to get an A!,The test was so hard_comma_ but I think I got a good grade!
One of friend didn't come to my birthday party.,One of friend didn't come to my birthday party.
I was pretty happy to find out I was having a girl,I was pretty happy to find out I was having a girl
I am so mad.  My husband won't stop playing his video game.  It has been days.,I am so mad.. My husband wont stop playing his video game.
I listened to a song the other day that reminded me of the past. It made me feel odd.,I listened to a song the other day that reminded me of the past.
I have been watching dramas all week. They are so heart warming.,I used to not like dramas because they were too emotional
I feel horrible.  I did something bad.  I put an empty envelope in the collection basket at church,I feel horrible. I did something bad.
I went to visit my family for four weeks. Now that I am back home_comma_ I feel lonely.,I went to visit my family for four weeks. Now that I am back home_comma_ I feel lonely.
I am pretty certain I will be able to afford a vacation for my family by Christmas time.,I  am pretty certain I will be able to afford a vacation for my family
So yeah.. I am taking care of my mother now.  Fun stuff.,So yeah.. I am taking care of my mom now.
I won 20$ off a lottery ticket this morning. Didn't expect it to be honest!,I won 20$ off a lottery ticket this morning. Didn't expect it to be honest!
I love spending time and helping oout my grandma,I love spending time and helping out my grandma
I can't wait for the movie Venom to come out! It's going to be awesome.,I can't wait for the movie Venom to come out! It's going to be awesome.
My aunt had just lost her husband and was very upset. I decided to go stay with her for a couple weeks and keep her company.,My aunt had just lost her husband and was very upset.
I am very ready for my exam tomorrow. I stayed up all night studying.,I am very ready for my exam tomorrow. I stayed up all night studying.
